osmid,위도,경도,street_count,highway,junction,ref,railway,convenience_store_count,cctv_count,police_count,lighting_count
2631884195,35.8566959,128.5682124,3,,,,,0,3,0,10
2631884196,35.8560703,128.5668394,3,,,,,0,0,0,6
2631884197,35.8568968,128.5675368,4,,,,,0,0,0,10
2631884198,35.8565343,128.5672133,3,,,,,0,0,0,11
2631884200,35.8568391,128.5666888,3,,,,,0,0,0,10
2631884201,35.855109,128.5686659,4,,,,,0,5,0,11
2631884203,35.8558839,128.5708946,3,,,,,0,3,0,8
2631884204,35.8554356,128.5725017,4,,,,,0,1,0,8
2631884206,35.8547919,128.5692942,3,,,,,0,1,0,10
2631884207,35.8551669,128.5702491,3,,,,,1,3,0,9
2631884797,35.8533642,128.5697978,1,,,,,0,2,0,9
2631884798,35.8539009,128.5706841,3,,,,,1,0,0,10
2631885417,35.8543366,128.5723975,3,,,,,0,0,0,11
2631885418,35.8542869,128.5730676,3,,,,,0,1,0,11
2631885420,35.85369,128.57244,3,,,,,0,1,0,11
2631885426,35.8536992,128.5722603,3,,,,,0,1,0,10
2631885427,35.8537888,128.5723492,3,,,,,0,1,0,9
2631885429,35.8565279,128.5726523,1,,,,,0,11,0,11
2631885885,35.8557364,128.5713963,3,,,,,0,1,0,5
2631885886,35.8560929,128.5715294,3,,,,,0,1,0,10
2631885887,35.8571656,128.5708991,3,,,,,1,5,0,8
2631885895,35.8561095,128.5714666,3,,,,,0,1,0,12
2631885896,35.8564298,128.5718432,3,,,,,0,0,0,10
2631885897,35.8568865,128.5713895,3,,,,,0,1,0,6
2631885898,35.8569146,128.5722268,3,,,,,0,14,0,6
2631885899,35.8568991,128.5717656,3,,,,,0,3,0,5
2631885900,35.8571211,128.5722268,3,,,,,0,3,0,7
2641716661,35.857678,128.5654897,3,,,,,0,0,0,12
2641716662,35.8577483,128.565891,3,,,,,0,0,0,7
2641716663,35.8581371,128.5670538,3,,,,,0,1,0,8
2641716665,35.8586709,128.568436,3,,,,,1,4,0,10
2641716666,35.8588554,128.5688914,3,,,,,1,1,0,11
2641716667,35.8590597,128.5698102,4,,,,,0,1,0,10
2641716668,35.8592245,128.5705582,3,,,,,0,3,0,11
2641716669,35.8597477,128.5708817,4,,,,,0,9,0,10
2641716674,35.8617024,128.5723583,3,,,,,1,5,0,9
2641716675,35.8617363,128.5710046,3,crossing,,,,0,0,0,6
2641716679,35.8599586,128.5702394,4,,,,,0,1,0,16
2641716685,35.8598993,128.5685238,3,,,,,0,3,0,10
2641716686,35.8597213,128.5685563,3,,,,,0,3,0,8
2641716693,35.8586999,128.5712476,4,,,,,0,4,0,11
2641716694,35.8581002,128.5712883,4,,,,,0,2,0,10
2641716696,35.8571842,128.5713631,4,,,,,0,4,0,7
2641716698,35.8580272,128.5699458,3,,,,,0,1,0,10
2641716701,35.8586898,128.5705721,3,,,,,0,1,0,12
2641716702,35.8580804,128.5705767,4,,,,,0,2,0,10
2641716708,35.8585195,128.5722206,3,,,,,0,0,0,10
2641716713,35.8574829,128.5713359,3,,,,,0,4,0,9
2641716719,35.8574974,128.571703,3,,,,,0,4,0,8
2641716720,35.858419,128.5712667,3,,,,,0,6,0,13
2641716725,35.8583246,128.5719217,3,,,,,0,2,0,10
2641716728,35.8575114,128.5720573,3,,,,,0,3,0,10
2641716729,35.8582032,128.5684806,3,,,,,0,3,0,11
2641716732,35.856995,128.5686157,3,,,,,0,3,0,11
2641716733,35.857503,128.5674532,3,,,,,0,3,0,13
2641716735,35.8571243,128.5661512,3,,,,,0,3,0,8
2641716737,35.8568032,128.5662453,3,,,,,0,5,0,10
2641716740,35.8587227,128.5674974,4,,,,,0,1,0,13
2641716744,35.858994,128.5650244,3,,,,,0,0,0,9
2641716745,35.8592559,128.5659686,3,,,,,0,3,0,9
2641716747,35.8588774,128.5661834,3,,,,,0,0,0,6
2641716748,35.8585216,128.5663422,4,,,,,0,0,0,9
2641716749,35.8579847,128.5665979,3,,,,,0,0,0,3
2641716750,35.8582012,128.5653047,3,,,,,1,1,0,13
2641716752,35.8588726,128.5674328,3,,,,,0,1,0,12
2641716753,35.8584129,128.5676985,3,,,,,0,0,0,10
2641716754,35.8590734,128.566732,3,,,,,0,1,0,5
2641716758,35.8602573,128.5654264,3,,,,,1,0,0,5
2641716760,35.8599167,128.5663144,3,,,,,0,0,0,8
2641716761,35.859452,128.5665833,3,,,,,0,1,0,7
2641716762,35.8595162,128.5648398,3,,,,,0,1,0,5
2778823870,35.8543808,128.5306183,3,,,,,0,0,0,7
2778823873,35.8543808,128.5317362,4,,,,,0,3,0,2
2845407676,35.8484616,128.4735006,1,,,,,0,0,0,6
2845407678,35.849762,128.4730416,3,,,,,0,0,0,6
2852166529,35.8446071,128.4943761,4,,,,,0,0,0,2
2852166533,35.8487753,128.4958431,3,,,,,0,0,0,6
2852166534,35.8498277,128.4957961,3,,,,,0,0,0,0
2852166536,35.8498829,128.4997498,4,,,,,0,0,0,2
2852166540,35.8498535,128.497645,4,,,,,0,0,0,4
2852166542,35.8476647,128.4976417,4,,,,,0,0,0,4
2852166543,35.8459464,128.497305,4,,,,,0,2,0,3
2852166545,35.8446962,128.4973367,3,,,,,0,0,0,4
2852166546,35.8507268,128.4942417,3,,,,,0,0,0,3
2852166548,35.8509719,128.4976354,4,,,,,0,2,0,3
2852166549,35.8511596,128.4997702,3,,,,,0,0,0,5
2852166550,35.8484274,128.4960577,3,,,,,0,0,0,4
2852166551,35.8446639,128.4960899,3,,,,,0,0,0,6
2852166552,35.8484483,128.49764,3,,,,,0,0,0,5
2852166553,35.8475501,128.4943147,3,,,,,0,0,0,7
2852166554,35.8458745,128.4943496,3,,,,,0,0,0,0
2852166555,35.8460142,128.4998403,4,,,,,0,0,0,3
2852166556,35.8458951,128.4951583,3,,,,,0,0,0,1
2852166560,35.8466014,128.4960733,3,,,,,0,0,0,4
2852166561,35.8477337,128.4986956,3,,,,,0,0,0,4
2852166562,35.8459849,128.498688,3,,,,,0,0,0,0
2852179491,35.8497687,128.4822389,3,,,,,1,1,0,6
2852179965,35.8519394,128.4826884,3,,,,,1,0,0,10
2852179966,35.8518439,128.4837942,3,,,,,0,2,0,6
2852179970,35.8506808,128.4822324,3,,,,,0,1,0,10
2852179971,35.8506759,128.4858164,4,,,,,1,1,0,10
2852179974,35.8506802,128.4826557,4,,,,,0,1,0,15
2852179977,35.8506764,128.4854703,4,,,,,1,1,0,10
2852179979,35.8519055,128.4830813,3,,,,,0,1,0,9
2852179980,35.8506797,128.4830757,4,,,,,0,2,0,11
2852179981,35.8500581,128.4830729,4,,,,,0,0,0,9
2852179982,35.8497716,128.4830716,3,,,,,0,0,0,9
2852179983,35.8518739,128.4834468,3,,,,,0,2,0,5
2852179984,35.8506792,128.4834422,4,,,,,0,1,0,11
2852179985,35.8500578,128.4834398,3,,,,,0,1,0,8
2852179986,35.8506785,128.4838123,4,,,,,0,5,0,12
2852179987,35.8500574,128.483822,3,,,,,0,1,0,10
2852179988,35.851838,128.4842043,3,,,,,0,0,0,6
2852179989,35.850678,128.4842069,4,,,,,1,4,0,10
2852179990,35.850057,128.4842084,4,,,,,0,1,0,10
2852179991,35.8497755,128.484209,3,,,,,0,2,0,9
2852179992,35.8518324,128.4845952,3,,,,,0,5,0,7
2852179993,35.8506776,128.4845873,4,,,,,1,4,0,10
2852179994,35.8500567,128.484583,3,,,,,1,0,0,8
2852179995,35.8518286,128.4849935,3,,,,,0,5,0,4
2852179996,35.8506771,128.4849822,4,,,,,1,1,0,5
2852179997,35.8500562,128.484976,4,,,,,1,0,0,12
2852179998,35.8497782,128.4849733,3,,,,,1,0,0,10
2852183675,35.8506723,128.4885091,3,,,,,0,1,0,7
2852183676,35.8506754,128.4861479,4,,,,,1,0,0,10
2852183678,35.8516526,128.4869288,3,,,,,1,3,0,8
2852183679,35.8514984,128.4877336,3,,,,,0,3,0,9
2852184642,35.8517604,128.4865563,3,,,,,1,3,0,9
2852184643,35.8506748,128.4865729,4,,,,,0,2,0,11
2852184644,35.8500547,128.4865825,4,,,,,0,0,0,11
2852184645,35.8497647,128.4865869,3,,,,,0,0,0,11
2852184646,35.8506741,128.4869362,4,,,,,0,2,0,12
2852184647,35.8500544,128.4869409,3,,,,,0,1,0,12
2852184648,35.851578,128.487337,3,,,,,0,1,0,10
2852184649,35.8506739,128.4873413,4,,,,,0,3,0,12
2852184650,35.850054,128.4873442,3,,,,,1,1,0,12
2852184651,35.8506733,128.4877437,4,,,,,0,1,0,14
2852184652,35.8500536,128.4877513,4,,,,,1,1,0,12
2852184653,35.8497713,128.4877548,3,,,,,1,0,0,10
2852184654,35.8514496,128.4881093,3,,,,,0,3,0,9
2852184655,35.850673,128.4881247,4,,,,,0,2,0,12
2852184656,35.8500532,128.488137,3,,,,,1,0,0,11
2852207105,35.8593778,128.4908613,1,,,,,0,0,0,0
2852207106,35.8593661,128.4920295,3,,,,,0,0,0,5
2852207445,35.8499737,128.5351392,3,,,,,1,0,0,5
2854664445,35.8520769,128.4780669,3,,,,,0,0,0,9
2854664446,35.8520959,128.4761591,3,,,,,0,1,0,7
2854664447,35.8523282,128.4739685,1,,,,,0,0,0,6
2854670070,35.8526893,128.4771436,3,,,,,0,1,0,8
2854670071,35.8526772,128.4761535,3,,,,,0,3,0,11
2854670074,35.8524728,128.4750187,3,,,,,0,3,0,9
2854670075,35.8523365,128.4761629,4,,,,,0,4,0,9
2854670076,35.8522174,128.4750132,3,,,,,0,3,0,5
2854670077,35.8523564,128.4771384,4,,,,,0,3,0,8
2854670078,35.8520753,128.4771308,3,,,,,0,2,0,6
2854681891,35.853636,128.4955942,4,,,,,0,1,0,9
2854693149,35.8549467,128.4956276,3,,,,,0,0,0,5
2854702504,35.8516009,128.4956147,3,,,,,0,0,0,8
2854702505,35.8536817,128.492661,4,,,,,0,1,0,9
2854702511,35.8519805,128.4944332,3,,,,,0,1,0,10
2854702513,35.8520197,128.4947551,3,,,,,0,1,0,7
2854702514,35.8520936,128.4955992,3,,,,,0,1,0,7
2854702515,35.8532819,128.4926617,3,,,,,0,0,0,9
2854702516,35.8532399,128.4933846,3,,,,,0,1,0,7
2854702517,35.8532364,128.4940705,4,,,,,0,0,0,10
2854702520,35.8519641,128.4940343,3,,,,,0,1,0,10
2854702524,35.853221,128.4955956,3,,,,,0,3,0,7
2854702525,35.8532256,128.4951378,3,,,,,0,4,0,8
2854702526,35.8520516,128.4951191,3,,,,,0,1,0,11
2854702527,35.853229,128.494794,3,,,,,0,1,0,8
2854702528,35.8532324,128.4944566,3,,,,,0,1,0,10
2854702529,35.8532614,128.4930138,3,,,,,0,1,0,8
2854702530,35.8519568,128.4929914,3,,,,,0,1,0,6
2854702531,35.8519344,128.4933424,3,,,,,0,1,0,7
2854702532,35.8532381,128.4937043,3,,,,,0,1,0,10
2854702533,35.8519441,128.4936883,3,,,,,0,0,0,7
2854702534,35.8526936,128.4926597,3,,,,,0,2,0,10
2854702535,35.8526897,128.493004,4,,,,,0,1,0,10
2854702536,35.8526856,128.4933665,4,,,,,0,0,0,11
2854702537,35.8526819,128.4936975,4,,,,,0,4,0,11
2854702538,35.8526779,128.4940546,4,,,,,0,6,0,10
2854702539,35.8526734,128.4944461,4,,,,,0,6,0,10
2854702540,35.8526612,128.4947756,4,,,,,0,1,0,11
2854702541,35.8526481,128.4951286,3,,,,,0,1,0,11
2859270391,35.8527285,128.4734377,3,,,,,0,0,0,8
2859274284,35.8532578,128.4764581,3,,,,,0,0,0,10
2859274285,35.853395,128.4764838,3,,,,,0,1,0,7
2859274288,35.854063,128.4770181,3,,,,,0,0,0,3
2859498507,35.8196835,128.4924377,3,,,,,0,0,0,5
2859498517,35.8198116,128.4925347,3,,,,,0,0,0,5
2887331104,35.8555832,128.5345459,4,,,,,0,2,0,10
2887361130,35.8520679,128.5323599,4,,,,,0,0,0,6
2887361143,35.849992,128.5247736,4,,,,,0,0,0,9
2887361148,35.8498264,128.5237667,4,,,,,0,1,0,3
2887361151,35.849412,128.523641,3,,,,,0,0,0,4
2887361154,35.8499665,128.5253717,3,,,,,0,3,0,8
2887381041,35.8349259,128.5224913,3,,,,,0,0,0,8
2887381046,35.8367318,128.5224822,3,,,,,0,0,0,11
2887381052,35.8285421,128.5190251,3,,,,,0,0,0,7
2887381063,35.8241552,128.5145418,4,,,,,0,0,0,11
2887381082,35.8176692,128.50583,3,,,,,0,0,0,8
2887381085,35.8168002,128.5049351,3,,,,,0,0,0,6
2887381088,35.8377101,128.5106222,4,,,,,0,0,0,1
2889098116,35.8396826,128.4858203,4,,,,,0,0,0,8
2889098117,35.8432229,128.47807,4,,,,,0,0,0,10
2889098118,35.8444488,128.47807,4,,,,,0,0,0,10
2889098120,35.8482743,128.4858352,4,,,,,0,0,0,20
2889098122,35.8258491,128.512047,3,,,,,0,0,0,6
2889098123,35.8090231,128.5269423,5,,yes,,,0,0,0,10
2889098125,35.8087697,128.5270617,4,,,,,0,0,0,9
2889098127,35.8072085,128.5317688,4,,,,,0,0,0,10
2889098128,35.8100074,128.5361083,4,,,,,0,1,0,8
2889098129,35.8064221,128.5395626,4,,,,,0,0,0,10
2889098132,35.8272777,128.5485729,3,,,,,0,0,0,6
2889098133,35.8129455,128.5458138,4,,,,,1,0,0,8
2889098134,35.8143555,128.5479195,4,,,,,0,0,0,6
2889098138,35.8183821,128.5494077,3,,,,,0,0,0,5
2889098140,35.8184756,128.54936,3,,,,,0,0,0,5
2889098141,35.8181671,128.5490749,3,,,,,0,0,0,4
2889098150,35.8183015,128.5493584,3,,,,,0,0,0,4
2889098168,35.8149762,128.5498959,3,,,,,0,0,0,6
2889098170,35.8154105,128.5496332,4,,,,,0,0,0,9
2889098182,35.8153093,128.5434872,4,,,,,0,1,0,6
2889100282,35.8255186,128.5528587,4,,,,,0,4,0,6
2889100283,35.8260806,128.5518194,4,,,,,1,2,0,7
2889100285,35.8265025,128.5510738,3,,,,,0,3,0,10
2889100286,35.8273068,128.5496184,3,,,,,0,2,0,6
2889100288,35.8276916,128.5489209,3,,,,,0,0,0,6
2889100291,35.8257938,128.5546311,3,,,,,0,0,0,9
2889100292,35.8254839,128.5552437,4,,,,,0,1,0,7
2889100295,35.8302892,128.5500456,4,,,,,0,1,0,4
2889100297,35.830006,128.548754,3,,,,,0,1,0,9
2889100298,35.8306923,128.5487108,4,,,,,0,0,0,8
2889109009,35.8080915,128.5487466,4,,,,,0,0,0,10
2889129903,35.8319337,128.548743,4,,,,,1,2,0,7
2889129904,35.8332256,128.5487295,4,,,,,0,0,0,4
2889129906,35.8338311,128.5487453,4,,,,,0,0,0,5
2889129911,35.836418,128.5487511,3,,,,,0,0,0,0
2889129914,35.8240956,128.544762,3,,,,,0,0,0,6
2889129917,35.82525,128.5453032,4,,,,,1,0,0,6
2889129920,35.8264544,128.545244,4,,,,,0,1,0,8
2889129923,35.8284777,128.5462608,4,,,,,0,0,0,9
2889129924,35.8287302,128.546554,3,,,,,0,2,0,10
2889129925,35.8289477,128.5468651,4,,,,,0,1,0,7
2889129930,35.8268497,128.554008,4,,,,,0,4,0,9
2889129932,35.8286581,128.5555022,4,,,,,0,1,0,10
2889129933,35.8290478,128.5558226,4,,,,,0,1,0,10
2889129935,35.8297472,128.5564327,4,,,,,0,1,0,12
2889129936,35.8301691,128.5569157,3,,,,,0,1,0,8
2893203294,35.8498369,128.5334799,3,,,,,0,0,0,6
2893304734,35.8552362,128.5731858,4,,,,,0,4,0,7
2898450659,35.8420473,128.4903623,4,,,,,0,0,0,8
3025604854,35.8371873,128.5487831,4,,,,,0,0,0,7
3025605146,35.8149071,128.5305727,4,,,,,1,1,0,8
3025605158,35.8613325,128.4999931,3,,,,,0,0,0,5
3025605240,35.8057778,128.5295051,3,,,,,0,2,0,5
3025605442,35.8159441,128.531109,3,,,,,1,0,0,8
3025606650,35.8510216,128.5734161,3,,,,,1,0,0,7
3025606947,35.860258,128.4999534,3,,,,,0,1,0,6
3141943280,35.8483113,128.5306849,3,,,,,0,0,0,7
3141943307,35.849523,128.53235,3,,,,,0,0,0,8
3141943311,35.849668,128.5321438,3,,,,,0,0,0,8
3141943332,35.8502523,128.5378899,3,,,,,1,0,0,7
3141943344,35.8504824,128.515827,4,,,,,0,0,0,5
3141943360,35.8508686,128.5394867,3,,,,,0,0,0,6
3141943361,35.8508916,128.5115819,3,,,,,0,1,0,8
3141943376,35.8513304,128.494229,3,,,,,0,0,0,5
3141943377,35.8513985,128.4919069,4,,,,,1,0,0,7
3141943384,35.8514798,128.5410689,3,,,,,0,0,0,8
3141943397,35.8515691,128.507274,4,,,,,0,0,0,4
3141943398,35.851579,128.4976243,3,,,,,0,0,0,4
3141943404,35.8516475,128.4913561,3,,,,,1,0,0,6
3141943406,35.8516743,128.509656,3,,,,,0,0,0,5
3141943414,35.851742,128.4998115,4,,,,,1,0,0,5
3141943441,35.851994,128.5051247,3,,,,,0,0,0,5
3141943446,35.8520436,128.542509,3,,,,,0,0,1,10
3141943460,35.8522159,128.4919248,3,,,,,0,0,0,5
3141943462,35.8522641,128.4858058,3,,,,,0,0,0,8
3141943529,35.8527035,128.5441959,3,,,,,0,0,0,9
3141943561,35.8530235,128.4780754,4,,,,,0,3,0,10
3141943584,35.8531134,128.4734903,4,,,,,0,3,0,7
3141943617,35.8533673,128.5459218,3,,,,,0,0,0,8
3141943741,35.8539226,128.5473029,3,,,,,0,0,0,6
3141943765,35.8546365,128.5492757,3,,,,,0,0,0,8
3141943785,35.8553641,128.5510855,3,,,,,0,0,0,8
3141943796,35.8558494,128.5523197,3,,,,,1,1,0,5
3141943811,35.8564278,128.5538901,3,,,,,0,0,0,7
3141943823,35.8569815,128.5580466,4,,,,,0,2,0,8
3141943825,35.8571101,128.5556795,3,,,,,1,0,0,7
3141944136,35.8574038,128.5564106,3,,,,,0,0,0,8
3141944168,35.8581818,128.5586681,3,,,,,1,0,0,8
3540665312,35.8531877,128.4785452,3,,,,,1,0,0,9
3540665316,35.8533262,128.4780755,3,,,,,0,4,0,11
3662360112,35.8541204,128.5049533,4,,,,,1,3,0,9
3664617824,35.837419,128.5368819,4,,,,,0,0,0,10
3664623325,35.8416012,128.550206,4,,,,,0,1,0,11
3664623326,35.8442806,128.5525435,4,,,,,0,5,0,8
3664623327,35.8466439,128.5423285,4,,,,,0,0,0,11
3664623328,35.847702,128.5392476,4,,,,,0,4,0,7
3789246857,35.8365128,128.5556506,4,,,,,1,1,0,5
3789246858,35.8362678,128.5541472,3,,,,,0,1,0,3
3789246859,35.8362894,128.5528203,4,,,,,1,1,0,5
3789246860,35.8363418,128.5508052,3,,,,,0,1,0,4
3789246864,35.8363809,128.5467979,3,,,,,1,0,0,3
3789246865,35.8348457,128.5547319,4,,,,,0,1,0,7
3789246866,35.8349632,128.5528045,4,,,,,1,1,0,5
3789246867,35.8350456,128.548753,3,,,,,0,0,0,3
3789246868,35.8371199,128.5538958,3,,,,,0,0,0,8
3789246872,35.837314,128.5555166,3,,,,,0,0,0,5
3789246873,35.8337093,128.5533311,4,,,,,0,0,0,4
3789246874,35.8327181,128.5520995,4,,,,,1,3,0,6
3789246875,35.8316362,128.5511691,4,,,,,1,4,0,9
3789246876,35.8293441,128.5488525,4,,,,,0,1,0,9
3789246877,35.8279921,128.5472893,4,,,,,0,1,0,7
3789246878,35.8270966,128.5465323,4,,,,,0,2,0,7
3789246879,35.8262032,128.5457523,3,,,,,0,1,0,9
3789246880,35.8298145,128.5484507,3,,,,,0,1,0,5
3789246881,35.8287878,128.5498035,3,,,,,0,3,0,9
3789246882,35.8338063,128.5500971,3,,,,,0,0,0,9
3789246883,35.8332098,128.550097,4,,,,,0,4,0,11
3789246884,35.8319241,128.5500719,3,,,,,0,1,0,10
3789246886,35.8319181,128.5494424,4,,,,,0,0,0,10
3789246887,35.8343324,128.5540991,3,,,,,1,1,0,11
3789246888,35.834376,128.5527975,4,,,,,0,3,0,9
3789246889,35.8344542,128.5487486,3,,,,,1,0,0,4
3789246911,35.8297747,128.5582832,3,,,,,1,2,0,11
3789246912,35.8294094,128.5578974,4,,,,,1,2,0,10
3789246918,35.8321102,128.558149,3,,,,,0,3,0,5
3789246920,35.8314361,128.5577843,3,,,,,0,2,0,8
3789246922,35.8312795,128.5565558,3,,,,,0,2,0,10
3789246924,35.8319117,128.5557103,3,,,,,0,4,0,4
3789246928,35.8301932,128.5590884,4,,,,,0,6,0,13
3789246930,35.8309301,128.5584463,4,,,,,0,4,0,6
3789246931,35.8306141,128.5572371,4,,,,,0,1,0,9
3789246932,35.8302473,128.5568127,3,,,,,0,1,0,9
3789246933,35.8305946,128.5587366,3,,,,,0,3,0,11
3789246934,35.8301164,128.5578573,3,,,,,0,2,0,8
3789246935,35.8294267,128.5596404,4,,,,,0,3,0,13
3789246936,35.8281955,128.5608121,3,,,,,0,0,0,15
3789246944,35.8290768,128.5599734,3,,,,,0,0,0,8
3789246946,35.8284782,128.5591347,3,,,,,0,2,0,5
3789246947,35.8288051,128.5587003,4,,,,,1,1,0,8
3789246949,35.8297372,128.5602406,1,,,,,0,6,0,11
3789255677,35.8133334,128.5343224,4,,,,,0,1,0,7
3789255678,35.8127498,128.5350105,3,,,,,0,1,0,10
3789255679,35.812595,128.5365271,3,,,,,0,0,0,5
3789255680,35.8166719,128.5316719,3,,,,,1,0,0,8
3789255681,35.8155837,128.5323996,3,,,,,1,0,0,3
3789255682,35.8150568,128.5321926,4,,,,,2,0,0,5
3789255684,35.8114268,128.5304846,3,,,,,1,0,0,6
3789255685,35.8112293,128.530554,4,,,,,1,0,0,4
3789255686,35.8108828,128.5307908,4,,,,,1,4,0,9
3789255687,35.810258,128.5309544,3,,,,,0,3,0,5
3789255688,35.8099607,128.5309745,3,,,,,0,0,0,7
3789255689,35.8116637,128.5317001,3,,,,,0,1,0,4
3789255690,35.8113318,128.5319241,4,,,,,0,1,0,7
3789255691,35.8099901,128.5320609,3,,,,,1,1,0,8
3789255692,35.8124251,128.5292536,4,,,,,1,1,0,8
3789255694,35.8105942,128.5300086,3,,,,,1,6,0,9
3789255695,35.8111778,128.5331987,3,,,,,0,1,0,11
3789255696,35.8107442,128.530415,3,,,,,2,4,0,8
3789255698,35.8099532,128.5305853,3,,,,,0,0,0,7
3789255699,35.8110186,128.5311336,3,,,,,0,0,0,10
3789255700,35.8102926,128.5313278,3,,,,,0,3,0,5
3789255701,35.8111786,128.5315374,3,,,,,0,1,0,9
3789255702,35.8103042,128.531687,3,,,,,1,4,0,6
3789255703,35.8112742,128.5323838,3,,,,,0,1,0,11
3789255704,35.8103203,128.5323592,3,,,,,1,1,0,13
3789255705,35.8112182,128.5328316,3,,,,,0,1,0,11
3789255706,35.8103363,128.5327032,3,,,,,0,0,0,10
3789255707,35.8101856,128.5357085,3,,,,,0,0,0,8
3789255708,35.8101758,128.536126,4,,,,,0,1,0,8
3789255709,35.810099,128.537393,3,,,,,1,0,0,8
3789255710,35.8100573,128.5378122,3,,,,,1,0,0,10
3789255711,35.8096819,128.5400392,3,,,,,1,0,0,7
3789255716,35.8085886,128.5451592,4,,,,,1,3,0,12
3789255718,35.8086514,128.5481067,3,,,,,0,0,0,7
3789255719,35.8087519,128.5481359,3,,,,,0,0,0,6
3789255720,35.8113357,128.5380055,4,,,,,0,2,0,7
3789255721,35.8127125,128.5382274,3,,,,,0,4,0,5
3789255722,35.8151691,128.5411067,3,,,,,0,0,0,5
3789255723,35.8109308,128.5379495,3,,,,,0,4,0,7
3789255724,35.8110944,128.5362692,4,,,,,0,0,0,6
3789255726,35.8112278,128.5343996,3,,,,,1,1,0,9
3789255727,35.8114384,128.5332713,3,,,,,0,1,0,12
3789255728,35.8113642,128.533669,3,,,,,0,2,0,12
3789255729,35.8103698,128.5335192,3,,,,,0,0,0,7
3789255730,35.8112978,128.5340243,3,,,,,0,1,0,10
3789255731,35.810401,128.5338841,3,,,,,0,0,0,6
3789255732,35.8104263,128.5342682,3,,,,,0,1,0,5
3789255733,35.8101318,128.5347058,3,,,,,0,1,0,9
3789255734,35.8104419,128.5346763,4,,,,,0,2,0,7
3789255735,35.8111788,128.5347697,4,,,,,1,0,0,12
3789255736,35.8120382,128.5348924,4,,,,,0,1,0,6
3789255737,35.8111308,128.535149,3,,,,,0,2,0,14
3789255738,35.8104808,128.5350652,3,,,,,0,4,0,8
3789255739,35.8111072,128.5358312,3,,,,,0,0,0,11
3789255740,35.8108071,128.5357912,3,,,,,0,2,0,8
3789255741,35.8108537,128.5351133,3,,,,,0,3,0,10
3789255742,35.810486,128.536155,3,,,,,0,1,0,7
3789255743,35.8104996,128.5357503,4,,,,,0,2,0,7
3789255744,35.8103114,128.5320281,4,,,,,1,3,0,9
3789255745,35.8100459,128.5331021,3,,,,,0,0,0,9
3789255746,35.8103516,128.5330829,4,,,,,0,0,0,8
3789255748,35.8118203,128.5333249,4,,,,,0,4,0,8
3789255753,35.8142877,128.5354645,4,,,,,0,5,0,7
3789255755,35.8158826,128.5372496,4,,,,,1,2,0,10
3789255756,35.816184,128.5374433,4,,,,,1,2,0,10
3789255857,35.816556,128.5377992,4,,,,,0,0,0,9
3789255860,35.8110501,128.5367434,3,,,,,0,1,0,10
3789255861,35.8101477,128.5366113,3,,,,,0,1,0,7
3789255862,35.8101277,128.5370055,3,,,,,0,1,0,7
3789255863,35.81101,128.5371489,3,,,,,0,3,0,9
3789255864,35.8109718,128.5375347,3,,,,,0,4,0,10
3789267589,35.8120717,128.5381241,3,,,,,0,1,0,4
3789267590,35.8122433,128.5364652,3,,,,,0,0,0,7
3789267591,35.8118665,128.5364032,3,,,,,0,0,0,6
3789267593,35.8121884,128.5333826,4,,,,,0,3,0,7
3789267597,35.8125692,128.5310623,3,,,,,0,1,0,5
3789267598,35.8121027,128.5308481,4,,,,,0,3,0,8
3789267600,35.8128499,128.5279989,3,,,,,0,2,0,6
3789267602,35.811828,128.5253379,4,,,,,0,0,0,9
3789267603,35.8113643,128.5240588,4,,,,,0,0,0,6
3789267606,35.8113512,128.5217923,4,,,,,1,0,0,5
3789267610,35.8122181,128.5203627,4,,,,,0,3,0,7
3789267614,35.81263,128.5190983,4,,,,,0,1,0,9
3789267615,35.8121821,128.5192576,3,,,,,0,1,0,7
3789267616,35.8119376,128.5203198,4,,,,,0,3,0,9
3789267617,35.8121887,128.5216797,4,,,,,1,2,0,11
3789267618,35.8124605,128.523399,5,,,,,0,0,0,6
3789267619,35.8129487,128.5247034,4,,,,,0,0,0,6
3789267621,35.8121571,128.526186,4,,,,,1,2,0,6
3789267622,35.8108596,128.5269529,4,,,,,0,4,0,4
3789267623,35.8097367,128.5275852,3,,,,,0,3,0,10
3789267624,35.8118459,128.529499,3,,,,,0,3,0,10
3789267625,35.8114556,128.5284844,4,,,,,1,1,0,6
3789267626,35.8105507,128.5260522,4,,,,,0,0,0,8
3789267627,35.8100766,128.5248313,4,,,,,0,1,0,10
3789267628,35.8099222,128.5236672,4,,,,,0,0,0,4
3789267629,35.8101592,128.5227069,3,,,,,0,1,0,5
3789267630,35.8104116,128.5218996,3,,,,,0,2,0,4
3789267635,35.8102379,128.5199709,4,,,,,0,4,0,9
3789267636,35.8080858,128.5192103,3,,,,,0,0,0,8
3789267637,35.8092237,128.5178303,3,,,,,0,0,0,10
3789267638,35.8092139,128.5196024,4,,,,,1,2,0,4
3789267639,35.8090914,128.5224759,4,,,,,0,1,0,6
3789267640,35.8092705,128.5238102,4,,,,,1,0,0,7
3789267641,35.8094174,128.5251665,4,,,,,0,4,0,7
3789267642,35.8096648,128.526543,3,,,,,0,2,0,12
3789267643,35.8084595,128.5256935,3,,,,,0,0,0,7
3789267645,35.8130724,128.5230617,3,,,,,0,2,0,4
3789267646,35.8128108,128.5216156,4,,,,,1,1,0,7
3789267647,35.8126092,128.5204225,3,,,,,1,1,0,8
